old_symbol	new_symbol	method_id	role	leaf	tail
n4m_pp_saps_create	n4m_transform_saps_create	preprocessing.baselines.saps	transform	saps	_create
n4m_pp_saps_destroy	n4m_transform_saps_destroy	preprocessing.baselines.saps	transform	saps	_destroy
n4m_pp_saps_fit	n4m_transform_saps_fit	preprocessing.baselines.saps	transform	saps	_fit
n4m_pp_saps_is_fitted	n4m_transform_saps_is_fitted	preprocessing.baselines.saps	transform	saps	_is_fitted
n4m_pp_saps_transform	n4m_transform_saps_transform	preprocessing.baselines.saps	transform	saps	_transform
n4m_pp_savgol_create	n4m_transform_savitzky_golay_create	preprocessing.derivatives.savitzky_golay	transform	savitzky_golay	_create
n4m_pp_savgol_destroy	n4m_transform_savitzky_golay_destroy	preprocessing.derivatives.savitzky_golay	transform	savitzky_golay	_destroy
n4m_pp_savgol_transform	n4m_transform_savitzky_golay_transform	preprocessing.derivatives.savitzky_golay	transform	savitzky_golay	_transform
n4m_pp_second_derivative_create	n4m_transform_second_derivative_create	preprocessing.derivatives.second_derivative	transform	second_derivative	_create
n4m_pp_second_derivative_destroy	n4m_transform_second_derivative_destroy	preprocessing.derivatives.second_derivative	transform	second_derivative	_destroy
n4m_pp_second_derivative_transform	n4m_transform_second_derivative_transform	preprocessing.derivatives.second_derivative	transform	second_derivative	_transform
n4m_pp_simple_scale_create	n4m_transform_simple_scale_create	preprocessing.scaling.simple_scale	transform	simple_scale	_create
n4m_pp_simple_scale_destroy	n4m_transform_simple_scale_destroy	preprocessing.scaling.simple_scale	transform	simple_scale	_destroy
n4m_pp_simple_scale_transform	n4m_transform_simple_scale_transform	preprocessing.scaling.simple_scale	transform	simple_scale	_transform
n4m_pp_slope_bias_create	n4m_domain_adaptation_slope_bias_create	preprocessing.transfer.slope_bias	domain_adaptation	slope_bias	_create
n4m_pp_slope_bias_destroy	n4m_domain_adaptation_slope_bias_destroy	preprocessing.transfer.slope_bias	domain_adaptation	slope_bias	_destroy
n4m_pp_slope_bias_fit	n4m_domain_adaptation_slope_bias_fit	preprocessing.transfer.slope_bias	domain_adaptation	slope_bias	_fit
n4m_pp_slope_bias_is_fitted	n4m_domain_adaptation_slope_bias_is_fitted	preprocessing.transfer.slope_bias	domain_adaptation	slope_bias	_is_fitted
n4m_pp_slope_bias_transform	n4m_domain_adaptation_slope_bias_transform	preprocessing.transfer.slope_bias	domain_adaptation	slope_bias	_transform
n4m_pp_snip_create	n4m_transform_snip_create	preprocessing.baselines.snip	transform	snip	_create
n4m_pp_snip_destroy	n4m_transform_snip_destroy	preprocessing.baselines.snip	transform	snip	_destroy
n4m_pp_snip_transform	n4m_transform_snip_transform	preprocessing.baselines.snip	transform	snip	_transform
n4m_pp_snv_create	n4m_transform_snv_create	preprocessing.scatter.snv	transform	snv	_create
n4m_pp_snv_destroy	n4m_transform_snv_destroy	preprocessing.scatter.snv	transform	snv	_destroy
n4m_pp_snv_transform	n4m_transform_snv_transform	preprocessing.scatter.snv	transform	snv	_transform
n4m_pp_to_absorbance_create	n4m_transform_to_absorbance_create	preprocessing.signal_conversion.to_absorbance	transform	to_absorbance	_create
n4m_pp_to_absorbance_destroy	n4m_transform_to_absorbance_destroy	preprocessing.signal_conversion.to_absorbance	transform	to_absorbance	_destroy
n4m_pp_to_absorbance_transform	n4m_transform_to_absorbance_transform	preprocessing.signal_conversion.to_absorbance	transform	to_absorbance	_transform
n4m_pp_vsn_create	n4m_transform_vsn_create	preprocessing.scatter.vsn	transform	vsn	_create
n4m_pp_vsn_destroy	n4m_transform_vsn_destroy	preprocessing.scatter.vsn	transform	vsn	_destroy
n4m_pp_vsn_fit	n4m_transform_vsn_fit	preprocessing.scatter.vsn	transform	vsn	_fit
n4m_pp_vsn_is_fitted	n4m_transform_vsn_is_fitted	preprocessing.scatter.vsn	transform	vsn	_is_fitted
n4m_pp_vsn_transform	n4m_transform_vsn_transform	preprocessing.scatter.vsn	transform	vsn	_transform
n4m_pp_wavelet_create	n4m_transform_wavelet_create	preprocessing.wavelets.wavelet	transform	wavelet	_create
n4m_pp_wavelet_denoise_create	n4m_transform_wavelet_denoise_create	preprocessing.wavelets.wavelet_denoise	transform	wavelet_denoise	_create
n4m_pp_wavelet_denoise_destroy	n4m_transform_wavelet_denoise_destroy	preprocessing.wavelets.wavelet_denoise	transform	wavelet_denoise	_destroy
n4m_pp_wavelet_denoise_transform	n4m_transform_wavelet_denoise_transform	preprocessing.wavelets.wavelet_denoise	transform	wavelet_denoise	_transform
n4m_pp_wavelet_destroy	n4m_transform_wavelet_destroy	preprocessing.wavelets.wavelet	transform	wavelet	_destroy
n4m_pp_wavelet_features_create	n4m_transform_wavelet_features_create	preprocessing.wavelets.wavelet_features	transform	wavelet_features	_create
n4m_pp_wavelet_features_create_ex	n4m_transform_wavelet_features_create_ex	preprocessing.wavelets.wavelet_features	transform	wavelet_features	_create_ex
n4m_pp_wavelet_features_destroy	n4m_transform_wavelet_features_destroy	preprocessing.wavelets.wavelet_features	transform	wavelet_features	_destroy
n4m_pp_wavelet_features_output_cols	n4m_transform_wavelet_features_output_cols	preprocessing.wavelets.wavelet_features	transform	wavelet_features	_output_cols
n4m_pp_wavelet_features_transform	n4m_transform_wavelet_features_transform	preprocessing.wavelets.wavelet_features	transform	wavelet_features	_transform
n4m_pp_wavelet_output_cols	n4m_transform_wavelet_output_cols	preprocessing.wavelets.wavelet	transform	wavelet	_output_cols
n4m_pp_wavelet_pca_create	n4m_transform_wavelet_pca_create	preprocessing.wavelets.wavelet_pca	transform	wavelet_pca	_create
n4m_pp_wavelet_pca_destroy	n4m_transform_wavelet_pca_destroy	preprocessing.wavelets.wavelet_pca	transform	wavelet_pca	_destroy
n4m_pp_wavelet_pca_fit	n4m_transform_wavelet_pca_fit	preprocessing.wavelets.wavelet_pca	transform	wavelet_pca	_fit
n4m_pp_wavelet_pca_is_fitted	n4m_transform_wavelet_pca_is_fitted	preprocessing.wavelets.wavelet_pca	transform	wavelet_pca	_is_fitted
n4m_pp_wavelet_pca_output_cols	n4m_transform_wavelet_pca_output_cols	preprocessing.wavelets.wavelet_pca	transform	wavelet_pca	_output_cols
n4m_pp_wavelet_pca_transform	n4m_transform_wavelet_pca_transform	preprocessing.wavelets.wavelet_pca	transform	wavelet_pca	_transform
n4m_pp_wavelet_svd_create	n4m_transform_wavelet_svd_create	preprocessing.wavelets.wavelet_svd	transform	wavelet_svd	_create
n4m_pp_wavelet_svd_destroy	n4m_transform_wavelet_svd_destroy	preprocessing.wavelets.wavelet_svd	transform	wavelet_svd	_destroy
n4m_pp_wavelet_svd_fit	n4m_transform_wavelet_svd_fit	preprocessing.wavelets.wavelet_svd	transform	wavelet_svd	_fit
n4m_pp_wavelet_svd_is_fitted	n4m_transform_wavelet_svd_is_fitted	preprocessing.wavelets.wavelet_svd	transform	wavelet_svd	_is_fitted
n4m_pp_wavelet_svd_output_cols	n4m_transform_wavelet_svd_output_cols	preprocessing.wavelets.wavelet_svd	transform	wavelet_svd	_output_cols
n4m_pp_wavelet_svd_transform	n4m_transform_wavelet_svd_transform	preprocessing.wavelets.wavelet_svd	transform	wavelet_svd	_transform
n4m_pp_wavelet_transform	n4m_transform_wavelet_transform	preprocessing.wavelets.wavelet	transform	wavelet	_transform
n4m_pp_weighted_snv_create	n4m_transform_weighted_snv_create	preprocessing.scatter.weighted_snv	transform	weighted_snv	_create
n4m_pp_weighted_snv_destroy	n4m_transform_weighted_snv_destroy	preprocessing.scatter.weighted_snv	transform	weighted_snv	_destroy
n4m_pp_weighted_snv_fit	n4m_transform_weighted_snv_fit	preprocessing.scatter.weighted_snv	transform	weighted_snv	_fit
n4m_pp_weighted_snv_is_fitted	n4m_transform_weighted_snv_is_fitted	preprocessing.scatter.weighted_snv	transform	weighted_snv	_is_fitted
n4m_pp_weighted_snv_transform	n4m_transform_weighted_snv_transform	preprocessing.scatter.weighted_snv	transform	weighted_snv	_transform
n4m_pp_xcorr_align_create	n4m_transform_xcorr_align_create	preprocessing.alignment.xcorr_align	transform	xcorr_align	_create
n4m_pp_xcorr_align_destroy	n4m_transform_xcorr_align_destroy	preprocessing.alignment.xcorr_align	transform	xcorr_align	_destroy
n4m_pp_xcorr_align_fit	n4m_transform_xcorr_align_fit	preprocessing.alignment.xcorr_align	transform	xcorr_align	_fit
n4m_pp_xcorr_align_is_fitted	n4m_transform_xcorr_align_is_fitted	preprocessing.alignment.xcorr_align	transform	xcorr_align	_is_fitted
n4m_pp_xcorr_align_transform	n4m_transform_xcorr_align_transform	preprocessing.alignment.xcorr_align	transform	xcorr_align	_transform
n4m_pso_select	n4m_feature_selection_pso_select	selection.pso	feature_selection	pso	_select
n4m_random_frog_select	n4m_feature_selection_random_frog_select	selection.random_frog	feature_selection	random_frog	_select
n4m_random_subspace_pls_fit	n4m_ensemble_random_subspace_pls_fit	models.ensembles.random_subspace_pls	ensemble	random_subspace_pls	_fit
n4m_randomization_select	n4m_feature_selection_randomization_select	selection.randomization	feature_selection	randomization	_select
n4m_recursive_pls_run	n4m_estimators_recursive_pls_run	models.specialized.recursive	estimators	recursive_pls	_run
n4m_rep_select	n4m_feature_selection_rep_select	selection.rep	feature_selection	rep	_select
n4m_ridge_fit	n4m_estimators_ridge_fit	models.regularized.ridge	estimators	ridge	_fit
n4m_ridge_pls_fit	n4m_estimators_ridge_pls_fit	models.regularized.ridge_pls	estimators	ridge_pls	_fit
n4m_robust_pls_fit	n4m_estimators_robust_pls_fit	models.regularized.robust_pls	estimators	robust_pls	_fit
n4m_rosa_fit	n4m_estimators_rosa_fit	models.multiblock.rosa	estimators	rosa	_fit
n4m_scars_select	n4m_feature_selection_scars_select	selection.scars	feature_selection	scars	_select
n4m_shaving_select	n4m_feature_selection_shaving_select	selection.shaving	feature_selection	shaving	_select
n4m_signal_detect	n4m_transform_signal_type_detector	utilities.signal_type_detector	transform	signal_type_detector	
n4m_sipls_select	n4m_feature_selection_sipls_select	selection.sipls	feature_selection	sipls	_select
n4m_so_pls_fit	n4m_estimators_so_pls_fit	models.multiblock.so_pls	estimators	so_pls	_fit
n4m_spa_select	n4m_feature_selection_spa_select	selection.spa	feature_selection	spa	_select
n4m_sparse_pls_da_fit	n4m_estimators_sparse_pls_da_fit	models.sparse.sparse_pls_da	estimators	sparse_pls_da	_fit
n4m_sparse_simpls_fit	n4m_estimators_sparse_simpls_fit	models.sparse.sparse_simpls	estimators	sparse_simpls	_fit
n4m_split_binned_strat_group_kfold_create	n4m_model_selection_binned_strat_group_kfold_create	splitters.binned_strat_group_kfold	model_selection	binned_strat_group_kfold	_create
n4m_split_binned_strat_group_kfold_destroy	n4m_model_selection_binned_strat_group_kfold_destroy	splitters.binned_strat_group_kfold	model_selection	binned_strat_group_kfold	_destroy
n4m_split_binned_strat_group_kfold_n_splits	n4m_model_selection_binned_strat_group_kfold_n_splits	splitters.binned_strat_group_kfold	model_selection	binned_strat_group_kfold	_n_splits
n4m_split_binned_strat_group_kfold_split_fold	n4m_model_selection_binned_strat_group_kfold_split_fold	splitters.binned_strat_group_kfold	model_selection	binned_strat_group_kfold	_split_fold
n4m_split_kbins_stratified_create	n4m_model_selection_kbins_stratified_create	splitters.kbins_stratified	model_selection	kbins_stratified	_create
n4m_split_kbins_stratified_destroy	n4m_model_selection_kbins_stratified_destroy	splitters.kbins_stratified	model_selection	kbins_stratified	_destroy
n4m_split_kbins_stratified_split	n4m_model_selection_kbins_stratified_split	splitters.kbins_stratified	model_selection	kbins_stratified	_split
n4m_split_kennard_stone_create	n4m_model_selection_kennard_stone_create	splitters.kennard_stone	model_selection	kennard_stone	_create
n4m_split_kennard_stone_destroy	n4m_model_selection_kennard_stone_destroy	splitters.kennard_stone	model_selection	kennard_stone	_destroy
n4m_split_kennard_stone_split	n4m_model_selection_kennard_stone_split	splitters.kennard_stone	model_selection	kennard_stone	_split
n4m_split_kmeans_create	n4m_model_selection_kmeans_create	splitters.kmeans	model_selection	kmeans	_create
n4m_split_kmeans_destroy	n4m_model_selection_kmeans_destroy	splitters.kmeans	model_selection	kmeans	_destroy
n4m_split_kmeans_split	n4m_model_selection_kmeans_split	splitters.kmeans	model_selection	kmeans	_split
n4m_split_split_splitter_create	n4m_model_selection_data_twinning_create	splitters.split_splitter	model_selection	data_twinning	_create
n4m_split_split_splitter_destroy	n4m_model_selection_data_twinning_destroy	splitters.split_splitter	model_selection	data_twinning	_destroy
n4m_split_split_splitter_split	n4m_model_selection_data_twinning_split	splitters.split_splitter	model_selection	data_twinning	_split
n4m_split_spxy_create	n4m_model_selection_spxy_create	splitters.spxy	model_selection	spxy	_create
n4m_split_spxy_destroy	n4m_model_selection_spxy_destroy	splitters.spxy	model_selection	spxy	_destroy
n4m_split_spxy_fold_create	n4m_model_selection_spxy_fold_create	splitters.spxy_fold	model_selection	spxy_fold	_create
n4m_split_spxy_fold_destroy	n4m_model_selection_spxy_fold_destroy	splitters.spxy_fold	model_selection	spxy_fold	_destroy
n4m_split_spxy_fold_n_splits	n4m_model_selection_spxy_fold_n_splits	splitters.spxy_fold	model_selection	spxy_fold	_n_splits
n4m_split_spxy_fold_split_fold	n4m_model_selection_spxy_fold_split_fold	splitters.spxy_fold	model_selection	spxy_fold	_split_fold
n4m_split_spxy_g_fold_create	n4m_model_selection_spxy_g_fold_create	splitters.spxy_g_fold	model_selection	spxy_g_fold	_create
n4m_split_spxy_g_fold_destroy	n4m_model_selection_spxy_g_fold_destroy	splitters.spxy_g_fold	model_selection	spxy_g_fold	_destroy
n4m_split_spxy_g_fold_n_splits	n4m_model_selection_spxy_g_fold_n_splits	splitters.spxy_g_fold	model_selection	spxy_g_fold	_n_splits
n4m_split_spxy_g_fold_split_fold	n4m_model_selection_spxy_g_fold_split_fold	splitters.spxy_g_fold	model_selection	spxy_g_fold	_split_fold
n4m_split_spxy_split	n4m_model_selection_spxy_split	splitters.spxy	model_selection	spxy	_split
n4m_split_systematic_circular_create	n4m_model_selection_systematic_circular_create	splitters.systematic_circular	model_selection	systematic_circular	_create
n4m_split_systematic_circular_destroy	n4m_model_selection_systematic_circular_destroy	splitters.systematic_circular	model_selection	systematic_circular	_destroy
n4m_split_systematic_circular_split	n4m_model_selection_systematic_circular_split	splitters.systematic_circular	model_selection	systematic_circular	_split
n4m_st_select	n4m_feature_selection_st_select	selection.st	feature_selection	st	_select
n4m_stability_select	n4m_feature_selection_stability_select	selection.stability	feature_selection	stability	_select
n4m_sweep_run	n4m_model_selection_sweep_run	utilities.sweep	model_selection	sweep	_run
n4m_t2_select	n4m_feature_selection_t2_select	selection.t2	feature_selection	t2	_select
n4m_transfer_metrics_compute	n4m_domain_adaptation_transfer_metrics_compute	utilities.transfer_metrics	domain_adaptation	transfer_metrics	_compute
n4m_util_hotelling_t2	n4m_outlier_detection_hotelling_t2	utilities.hotelling_t2	outlier_detection	hotelling_t2	
n4m_util_q_residuals	n4m_outlier_detection_q_residuals	utilities.q_residuals	outlier_detection	q_residuals	
n4m_uve_select	n4m_feature_selection_uve_select	selection.uve	feature_selection	uve	_select
n4m_variable_select_rank	n4m_feature_selection_variable_select_rank	selection.variable_select	feature_selection	variable_select	_rank
n4m_vip_spa_select	n4m_feature_selection_vip_spa_select	selection.vip_spa	feature_selection	vip_spa	_select
n4m_vissa_select	n4m_feature_selection_vissa_select	selection.vissa	feature_selection	vissa	_select
n4m_weighted_pls_fit	n4m_estimators_weighted_pls_fit	models.regularized.weighted_pls	estimators	weighted_pls	_fit
n4m_wvc_select	n4m_feature_selection_wvc_select	selection.wvc	feature_selection	wvc	_select
n4m_wvc_threshold_select	n4m_feature_selection_wvc_threshold_select	selection.wvc_threshold	feature_selection	wvc_threshold	_select
